period,number,category,colour,timestamp,patternUsed
20260613100010948,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100010949,7,BIG,GREEN,1781801476,daily_1k_history
20260613100010950,6,BIG,RED,1781801476,daily_1k_history
20260613100010951,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100010952,7,BIG,GREEN,1781801476,daily_1k_history
20260613100010953,9,BIG,GREEN,1781801476,daily_1k_history
20260613100010954,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100010955,6,BIG,RED,1781801476,daily_1k_history
20260613100010956,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100010957,9,BIG,GREEN,1781801476,daily_1k_history
20260613100010958,7,BIG,GREEN,1781801476,daily_1k_history
20260613100010959,4,SMALL,RED,1781801476,daily_1k_history
20260613100010960,2,SMALL,RED,1781801476,daily_1k_history
20260613100010961,2,SMALL,RED,1781801476,daily_1k_history
20260613100010962,4,SMALL,RED,1781801476,daily_1k_history
20260613100010963,2,SMALL,RED,1781801476,daily_1k_history
20260613100010964,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100010965,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100010966,9,BIG,GREEN,1781801476,daily_1k_history
20260613100010967,9,BIG,GREEN,1781801476,daily_1k_history
20260613100010968,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100010969,8,BIG,RED,1781801476,daily_1k_history
20260613100010970,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100010971,8,BIG,RED,1781801476,daily_1k_history
20260613100010972,7,BIG,GREEN,1781801476,daily_1k_history
20260613100010973,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100010974,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100010975,6,BIG,RED,1781801476,daily_1k_history
20260613100010976,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100010977,9,BIG,GREEN,1781801476,daily_1k_history
20260613100010978,6,BIG,RED,1781801476,daily_1k_history
20260613100010979,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100010980,8,BIG,RED,1781801476,daily_1k_history
20260613100010981,6,BIG,RED,1781801476,daily_1k_history
20260613100010982,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100010983,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100010984,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100010985,8,BIG,RED,1781801476,daily_1k_history
20260613100010986,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100010987,4,SMALL,RED,1781801476,daily_1k_history
20260613100010988,8,BIG,RED,1781801476,daily_1k_history
20260613100010989,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100010990,9,BIG,GREEN,1781801476,daily_1k_history
20260613100010991,8,BIG,RED,1781801476,daily_1k_history
20260613100010992,7,BIG,GREEN,1781801476,daily_1k_history
20260613100010993,9,BIG,GREEN,1781801476,daily_1k_history
20260613100010994,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100010995,6,BIG,RED,1781801476,daily_1k_history
20260613100010996,7,BIG,GREEN,1781801476,daily_1k_history
20260613100010997,4,SMALL,RED,1781801476,daily_1k_history
20260613100010998,9,BIG,GREEN,1781801476,daily_1k_history
20260613100010999,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011000,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011001,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011002,4,SMALL,RED,1781801476,daily_1k_history
20260613100011003,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011004,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011005,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011006,4,SMALL,RED,1781801476,daily_1k_history
20260613100011007,6,BIG,RED,1781801476,daily_1k_history
20260613100011008,4,SMALL,RED,1781801476,daily_1k_history
20260613100011009,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011010,8,BIG,RED,1781801476,daily_1k_history
20260613100011011,4,SMALL,RED,1781801476,daily_1k_history
20260613100011012,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011013,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011014,8,BIG,RED,1781801476,daily_1k_history
20260613100011015,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011016,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011017,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011018,6,BIG,RED,1781801476,daily_1k_history
20260613100011019,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011020,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011021,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011022,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011023,4,SMALL,RED,1781801476,daily_1k_history
20260613100011024,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011025,6,BIG,RED,1781801476,daily_1k_history
20260613100011026,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011027,4,SMALL,RED,1781801476,daily_1k_history
20260613100011028,4,SMALL,RED,1781801476,daily_1k_history
20260613100011029,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011030,8,BIG,RED,1781801476,daily_1k_history
20260613100011031,4,SMALL,RED,1781801476,daily_1k_history
20260613100011032,6,BIG,RED,1781801476,daily_1k_history
20260613100011033,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011034,2,SMALL,RED,1781801476,daily_1k_history
20260613100011035,4,SMALL,RED,1781801476,daily_1k_history
20260613100011036,8,BIG,RED,1781801476,daily_1k_history
20260613100011037,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011038,6,BIG,RED,1781801476,daily_1k_history
20260613100011039,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011040,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011041,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011042,6,BIG,RED,1781801476,daily_1k_history
20260613100011043,8,BIG,RED,1781801476,daily_1k_history
20260613100011044,2,SMALL,RED,1781801476,daily_1k_history
20260613100011045,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011046,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011047,2,SMALL,RED,1781801476,daily_1k_history
20260613100011048,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011049,8,BIG,RED,1781801476,daily_1k_history
20260613100011050,2,SMALL,RED,1781801476,daily_1k_history
20260613100011051,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011052,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011053,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011054,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011055,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011056,8,BIG,RED,1781801476,daily_1k_history
20260613100011057,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011058,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011059,8,BIG,RED,1781801476,daily_1k_history
20260613100011060,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011061,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011062,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011063,6,BIG,RED,1781801476,daily_1k_history
20260613100011064,6,BIG,RED,1781801476,daily_1k_history
20260613100011065,6,BIG,RED,1781801476,daily_1k_history
20260613100011066,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011067,4,SMALL,RED,1781801476,daily_1k_history
20260613100011068,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011069,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011070,8,BIG,RED,1781801476,daily_1k_history
20260613100011071,4,SMALL,RED,1781801476,daily_1k_history
20260613100011072,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011073,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011074,8,BIG,RED,1781801476,daily_1k_history
20260613100011075,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011076,6,BIG,RED,1781801476,daily_1k_history
20260613100011077,4,SMALL,RED,1781801476,daily_1k_history
20260613100011078,8,BIG,RED,1781801476,daily_1k_history
20260613100011079,4,SMALL,RED,1781801476,daily_1k_history
20260613100011080,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011081,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011082,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011083,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011084,8,BIG,RED,1781801476,daily_1k_history
20260613100011085,8,BIG,RED,1781801476,daily_1k_history
20260613100011086,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011087,2,SMALL,RED,1781801476,daily_1k_history
20260613100011088,2,SMALL,RED,1781801476,daily_1k_history
20260613100011089,2,SMALL,RED,1781801476,daily_1k_history
20260613100011090,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011091,4,SMALL,RED,1781801476,daily_1k_history
20260613100011092,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011093,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011094,6,BIG,RED,1781801476,daily_1k_history
20260613100011095,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011096,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011097,8,BIG,RED,1781801476,daily_1k_history
20260613100011098,6,BIG,RED,1781801476,daily_1k_history
20260613100011099,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011100,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011101,6,BIG,RED,1781801476,daily_1k_history
20260613100011102,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011103,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011104,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011105,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011106,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011107,8,BIG,RED,1781801476,daily_1k_history
20260613100011108,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011109,8,BIG,RED,1781801476,daily_1k_history
20260613100011110,8,BIG,RED,1781801476,daily_1k_history
20260613100011111,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011112,6,BIG,RED,1781801476,daily_1k_history
20260613100011113,4,SMALL,RED,1781801476,daily_1k_history
20260613100011114,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011115,8,BIG,RED,1781801476,daily_1k_history
20260613100011116,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011117,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011118,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011119,6,BIG,RED,1781801476,daily_1k_history
20260613100011120,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011121,2,SMALL,RED,1781801476,daily_1k_history
20260613100011122,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011123,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011124,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011125,8,BIG,RED,1781801476,daily_1k_history
20260613100011126,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011127,2,SMALL,RED,1781801476,daily_1k_history
20260613100011128,8,BIG,RED,1781801476,daily_1k_history
20260613100011129,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011130,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011131,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011132,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011133,4,SMALL,RED,1781801476,daily_1k_history
20260613100011134,6,BIG,RED,1781801476,daily_1k_history
20260613100011135,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011136,4,SMALL,RED,1781801476,daily_1k_history
20260613100011137,8,BIG,RED,1781801476,daily_1k_history
20260613100011138,8,BIG,RED,1781801476,daily_1k_history
20260613100011139,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011140,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011141,4,SMALL,RED,1781801476,daily_1k_history
20260613100011142,2,SMALL,RED,1781801476,daily_1k_history
20260613100011143,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011144,6,BIG,RED,1781801476,daily_1k_history
20260613100011145,2,SMALL,RED,1781801476,daily_1k_history
20260613100011146,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011147,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011148,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011149,2,SMALL,RED,1781801476,daily_1k_history
20260613100011150,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011151,6,BIG,RED,1781801476,daily_1k_history
20260613100011152,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011153,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011154,2,SMALL,RED,1781801476,daily_1k_history
20260613100011155,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011156,2,SMALL,RED,1781801476,daily_1k_history
20260613100011157,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011158,4,SMALL,RED,1781801476,daily_1k_history
20260613100011159,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011160,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011161,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011162,8,BIG,RED,1781801476,daily_1k_history
20260613100011163,2,SMALL,RED,1781801476,daily_1k_history
20260613100011164,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011165,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011166,6,BIG,RED,1781801476,daily_1k_history
20260613100011167,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011168,4,SMALL,RED,1781801476,daily_1k_history
20260613100011169,6,BIG,RED,1781801476,daily_1k_history
20260613100011170,4,SMALL,RED,1781801476,daily_1k_history
20260613100011171,6,BIG,RED,1781801476,daily_1k_history
20260613100011172,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011173,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011174,4,SMALL,RED,1781801476,daily_1k_history
20260613100011175,6,BIG,RED,1781801476,daily_1k_history
20260613100011176,6,BIG,RED,1781801476,daily_1k_history
20260613100011177,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011178,6,BIG,RED,1781801476,daily_1k_history
20260613100011179,4,SMALL,RED,1781801476,daily_1k_history
20260613100011180,4,SMALL,RED,1781801476,daily_1k_history
20260613100011181,2,SMALL,RED,1781801476,daily_1k_history
20260613100011182,4,SMALL,RED,1781801476,daily_1k_history
20260613100011183,8,BIG,RED,1781801476,daily_1k_history
20260613100011184,6,BIG,RED,1781801476,daily_1k_history
20260613100011185,2,SMALL,RED,1781801476,daily_1k_history
20260613100011186,6,BIG,RED,1781801476,daily_1k_history
20260613100011187,8,BIG,RED,1781801476,daily_1k_history
20260613100011188,8,BIG,RED,1781801476,daily_1k_history
20260613100011189,2,SMALL,RED,1781801476,daily_1k_history
20260613100011190,2,SMALL,RED,1781801476,daily_1k_history
20260613100011191,8,BIG,RED,1781801476,daily_1k_history
20260613100011192,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011193,6,BIG,RED,1781801476,daily_1k_history
20260613100011194,8,BIG,RED,1781801476,daily_1k_history
20260613100011195,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011196,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011197,2,SMALL,RED,1781801476,daily_1k_history
20260613100011198,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011199,8,BIG,RED,1781801476,daily_1k_history
20260613100011200,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011201,2,SMALL,RED,1781801476,daily_1k_history
20260613100011202,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011203,4,SMALL,RED,1781801476,daily_1k_history
20260613100011204,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011205,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011206,8,BIG,RED,1781801476,daily_1k_history
20260613100011207,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011208,8,BIG,RED,1781801476,daily_1k_history
20260613100011209,8,BIG,RED,1781801476,daily_1k_history
20260613100011210,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011211,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011212,4,SMALL,RED,1781801476,daily_1k_history
20260613100011213,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011214,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011215,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011216,6,BIG,RED,1781801476,daily_1k_history
20260613100011217,6,BIG,RED,1781801476,daily_1k_history
20260613100011218,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011219,4,SMALL,RED,1781801476,daily_1k_history
20260613100011220,4,SMALL,RED,1781801476,daily_1k_history
20260613100011221,2,SMALL,RED,1781801476,daily_1k_history
20260613100011222,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011223,4,SMALL,RED,1781801476,daily_1k_history
20260613100011224,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011225,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011226,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011227,4,SMALL,RED,1781801476,daily_1k_history
20260613100011228,4,SMALL,RED,1781801476,daily_1k_history
20260613100011229,8,BIG,RED,1781801476,daily_1k_history
20260613100011230,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011231,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011232,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011233,4,SMALL,RED,1781801476,daily_1k_history
20260613100011234,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011235,8,BIG,RED,1781801476,daily_1k_history
20260613100011236,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011237,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011238,4,SMALL,RED,1781801476,daily_1k_history
20260613100011239,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011240,8,BIG,RED,1781801476,daily_1k_history
20260613100011241,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011242,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011243,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011244,2,SMALL,RED,1781801476,daily_1k_history
20260613100011245,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011246,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011247,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011248,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011249,2,SMALL,RED,1781801476,daily_1k_history
20260613100011250,8,BIG,RED,1781801476,daily_1k_history
20260613100011251,4,SMALL,RED,1781801476,daily_1k_history
20260613100011252,4,SMALL,RED,1781801476,daily_1k_history
20260613100011253,4,SMALL,RED,1781801476,daily_1k_history
20260613100011254,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011255,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011256,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011257,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011258,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011259,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011260,2,SMALL,RED,1781801476,daily_1k_history
20260613100011261,6,BIG,RED,1781801476,daily_1k_history
20260613100011262,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011263,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011264,4,SMALL,RED,1781801476,daily_1k_history
20260613100011265,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011266,8,BIG,RED,1781801476,daily_1k_history
20260613100011267,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011268,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011269,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011270,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011271,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011272,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011273,8,BIG,RED,1781801476,daily_1k_history
20260613100011274,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011275,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011276,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011277,6,BIG,RED,1781801476,daily_1k_history
20260613100011278,4,SMALL,RED,1781801476,daily_1k_history
20260613100011279,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011280,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011281,4,SMALL,RED,1781801476,daily_1k_history
20260613100011282,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011283,4,SMALL,RED,1781801476,daily_1k_history
20260613100011284,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011285,4,SMALL,RED,1781801476,daily_1k_history
20260613100011286,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011287,6,BIG,RED,1781801476,daily_1k_history
20260613100011288,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011289,2,SMALL,RED,1781801476,daily_1k_history
20260613100011290,6,BIG,RED,1781801476,daily_1k_history
20260613100011291,8,BIG,RED,1781801476,daily_1k_history
20260613100011292,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011293,2,SMALL,RED,1781801476,daily_1k_history
20260613100011294,2,SMALL,RED,1781801476,daily_1k_history
20260613100011295,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011296,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011297,2,SMALL,RED,1781801476,daily_1k_history
20260613100011298,8,BIG,RED,1781801476,daily_1k_history
20260613100011299,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011300,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011301,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011302,8,BIG,RED,1781801476,daily_1k_history
20260613100011303,4,SMALL,RED,1781801476,daily_1k_history
20260613100011304,8,BIG,RED,1781801476,daily_1k_history
20260613100011305,4,SMALL,RED,1781801476,daily_1k_history
20260613100011306,8,BIG,RED,1781801476,daily_1k_history
20260613100011307,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011308,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011309,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011310,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011311,4,SMALL,RED,1781801476,daily_1k_history
20260613100011312,6,BIG,RED,1781801476,daily_1k_history
20260613100011313,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011314,6,BIG,RED,1781801476,daily_1k_history
20260613100011315,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011316,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011317,3,SMALL,GREEN,1781801476,daily_1k_history
20260613100011318,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011319,8,BIG,RED,1781801476,daily_1k_history
20260613100011320,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011321,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011322,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011323,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011324,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011325,6,BIG,RED,1781801476,daily_1k_history
20260613100011326,6,BIG,RED,1781801476,daily_1k_history
20260613100011327,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011328,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011329,8,BIG,RED,1781801476,daily_1k_history
20260613100011330,6,BIG,RED,1781801476,daily_1k_history
20260613100011331,8,BIG,RED,1781801476,daily_1k_history
20260613100011332,6,BIG,RED,1781801476,daily_1k_history
20260613100011333,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011334,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011335,4,SMALL,RED,1781801476,daily_1k_history
20260613100011336,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011337,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011338,4,SMALL,RED,1781801476,daily_1k_history
20260613100011339,8,BIG,RED,1781801476,daily_1k_history
20260613100011340,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011341,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011342,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011343,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011344,8,BIG,RED,1781801476,daily_1k_history
20260613100011345,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011346,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011347,5,BIG,"GREEN,VIOLET",1781801476,daily_1k_history
20260613100011348,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011349,6,BIG,RED,1781801476,daily_1k_history
20260613100011350,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011351,4,SMALL,RED,1781801476,daily_1k_history
20260613100011352,4,SMALL,RED,1781801476,daily_1k_history
20260613100011353,8,BIG,RED,1781801476,daily_1k_history
20260613100011354,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011355,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011356,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011357,2,SMALL,RED,1781801476,daily_1k_history
20260613100011358,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011359,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011360,4,SMALL,RED,1781801476,daily_1k_history
20260613100011361,6,BIG,RED,1781801476,daily_1k_history
20260613100011362,2,SMALL,RED,1781801476,daily_1k_history
20260613100011363,4,SMALL,RED,1781801476,daily_1k_history
20260613100011364,2,SMALL,RED,1781801476,daily_1k_history
20260613100011365,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011366,2,SMALL,RED,1781801476,daily_1k_history
20260613100011367,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011368,4,SMALL,RED,1781801476,daily_1k_history
20260613100011369,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011370,6,BIG,RED,1781801476,daily_1k_history
20260613100011371,2,SMALL,RED,1781801476,daily_1k_history
20260613100011372,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011373,8,BIG,RED,1781801476,daily_1k_history
20260613100011374,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011375,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011376,8,BIG,RED,1781801476,daily_1k_history
20260613100011377,8,BIG,RED,1781801476,daily_1k_history
20260613100011378,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011379,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011380,8,BIG,RED,1781801476,daily_1k_history
20260613100011381,9,BIG,GREEN,1781801476,daily_1k_history
20260613100011382,7,BIG,GREEN,1781801476,daily_1k_history
20260613100011383,1,SMALL,GREEN,1781801476,daily_1k_history
20260613100011384,2,SMALL,RED,1781801476,daily_1k_history
20260613100011385,8,BIG,RED,1781801476,daily_1k_history
20260613100011386,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011387,0,SMALL,"RED,VIOLET",1781801476,daily_1k_history
20260613100011388,6,BIG,RED,1781801476,daily_1k_history
20260613100011389,2,SMALL,RED,1781801476,daily_1k_history
